node_id	entity_name	attribute_text	triplets_text
3442	Petrol	Petrol.	 [Petrol]'s song is Ogni Silenzio. [Petrol]'s term is big beat. [Petrol]'s release is Dal Fondo.
3443	Eno	Eno.	 [Eno]'s release is Island Records Post Punk Box Set - Out Come The Freaks. [Eno]'s term is electronic. [Eno]'s song is Baby's On Fire.
3444	Future Leaders of the World	Future Leaders of the World.	 [Future Leaders of the World]'s song is Spotlight. [Future Leaders of the World]'s release is LVL IV. [Future Leaders of the World]'s term is post-grunge.
3445	Messy Marv & D.Z.	Messy Marv & D.Z..	 [Messy Marv & D.Z.]'s song is Put Some $ On It. [Messy Marv & D.Z.]'s term is gangster rap. [Messy Marv & D.Z.]'s release is Messy Marv Presents: The Shooting Range.
3446	The Tall Grass	The Tall Grass.	 [The Tall Grass]'s song is Be & Flower. [The Tall Grass]'s release is Look Out Clouds  Here We Come. [The Tall Grass]'s term is garage rock.
3447	Green and Yellow	Green and Yellow.	 [Green and Yellow]'s release is Rock Forever. [Green and Yellow]'s song is Sweet Child O' Mine (Alternate Mix). [Green and Yellow]'s term is eurodance.
3448	Renee Rosnes	Renee Rosnes.	 [Renee Rosnes]'s term is hard bop. [Renee Rosnes]'s release is Art & Soul. [Renee Rosnes]'s song is Children's Song No. 3.
3449	Deftones	Deftones.	 [Deftones]'s release is Diamond Eyes. [Deftones]'s song is Lotion (LP Version). [Deftones]'s term is rap metal.
3450	Jesse Malin	Jesse Malin.	 [Jesse Malin]'s release is Messed Up Here Tonight. [Jesse Malin]'s song is Harmony. [Jesse Malin]'s term is urban folk.
3451	Tigerstyle	Tigerstyle.	 [Tigerstyle]'s release is Extended Play. [Tigerstyle]'s song is Dhol Vajda. [Tigerstyle]'s term is bhangra.
3452	impulsonic	impulsonic.	 [impulsonic]'s term is breakbeat. [impulsonic]'s song is Beats are my Weapons. [impulsonic]'s release is NEON.
3453	GAPteborgs Symfoniker / Neeme JA$?rvi	GAPteborgs Symfoniker / Neeme JA$?rvi.	 [GAPteborgs Symfoniker / Neeme JA$?rvi]'s song is Russian Easter Festival  Overture  Op.36. [GAPteborgs Symfoniker / Neeme JA$?rvi]'s term is Russian Easter Festival  Overture  Op.36. [GAPteborgs Symfoniker / Neeme JA$?rvi]'s release is Tchaikovsky: Overture "1812"; Marche slave / Borodin: In the Steppes; Polovtsian Dances / Rimsky-Korsakov: Russian Easter; Capriccio.
3454	J.B.Lenoir	J.B.Lenoir.	 [J.B.Lenoir]'s song is Let's Roll (Take 1). [J.B.Lenoir]'s term is chicago blues. [J.B.Lenoir]'s release is I Feel So Good  The 1951-54 J.O.B.Sessions.
3455	SWAMI featuring Ishmael Morabe	SWAMI featuring Ishmael Morabe.	 [SWAMI featuring Ishmael Morabe]'s song is Break. [SWAMI featuring Ishmael Morabe]'s term is downtempo. [SWAMI featuring Ishmael Morabe]'s release is EQUALIZE.
3456	The Tamperer	The Tamperer.	 [The Tamperer]'s release is Feel It \x1909. [The Tamperer]'s song is Feel In The House. [The Tamperer]'s term is eurodance.
3457	Super Cat	Super Cat.	 [Super Cat]'s song is Oh It's You. [Super Cat]'s release is Don Dada. [Super Cat]'s term is dancehall.
3458	Mongo Santamaria Orchestra	Mongo Santamaria Orchestra.	 [Mongo Santamaria Orchestra]'s release is Arriba!. [Mongo Santamaria Orchestra]'s term is latin jazz. [Mongo Santamaria Orchestra]'s song is Federico.
3459	Larissa	Larissa.	 [Larissa]'s term is hard trance. [Larissa]'s song is Das Geheimrezept. [Larissa]'s release is Oh wei-wei-Weihnachten.
3460	Big Maybelle	Big Maybelle.	 [Big Maybelle]'s term is jump blues. [Big Maybelle]'s song is Tell Me Who. [Big Maybelle]'s release is I've Got A Feelin' - Okeh & Savoy Recordings 1952-56.
3461	Belle & Sebastian	Belle & Sebastian.	 [Belle & Sebastian]'s release is Dear Catastrophe Waitress. [Belle & Sebastian]'s term is indie pop. [Belle & Sebastian]'s song is Stay Loose.
3462	Bruce Katz Band	Bruce Katz Band.	 [Bruce Katz Band]'s song is Just An Expression. [Bruce Katz Band]'s release is Crescent Crawl. [Bruce Katz Band]'s term is piano blues.
3463	Daniel Kobialka	Daniel Kobialka.	 [Daniel Kobialka]'s song is Timeless Spirals. [Daniel Kobialka]'s term is celtic. [Daniel Kobialka]'s release is Dreams Beyond The Twilight.
3464	War Babies	War Babies.	 [War Babies]'s release is War Babies. [War Babies]'s term is glam metal. [War Babies]'s song is Cry Yourself To Sleep.
3465	Fastball	Fastball.	 [Fastball]'s song is No Return (Album Version). [Fastball]'s release is This Is Where I Belong: The Songs Of Ray Davies And The Kinks. [Fastball]'s term is post-grunge.
3466	Rob Mullins	Rob Mullins.	 [Rob Mullins]'s term is soul jazz. [Rob Mullins]'s release is Jazz Straight Ahead. [Rob Mullins]'s song is 5 4 3 2 1.
3467	Wordsworth feat. Adanita Ross	Wordsworth feat. Adanita Ross.	 [Wordsworth feat. Adanita Ross]'s song is Don't Go (Produced by Frequency). [Wordsworth feat. Adanita Ross]'s release is Mirror Music. [Wordsworth feat. Adanita Ross]'s term is hip hop.
3468	John Fogerty	John Fogerty.	 [John Fogerty]'s term is roots rock. [John Fogerty]'s release is Revival. [John Fogerty]'s song is Headlines.
3469	Fort Minor	Fort Minor.	 [Fort Minor]'s release is The Rising Tied. [Fort Minor]'s term is rap metal. [Fort Minor]'s song is Introduction (Album Version).
3470	Stephen Marley	Stephen Marley.	 [Stephen Marley]'s song is Mind Control. [Stephen Marley]'s release is Mind Control. [Stephen Marley]'s term is roots reggae.
3471	Ruby Isle	Ruby Isle.	 [Ruby Isle]'s term is dance rock. [Ruby Isle]'s release is Night Shot - The Remixes. [Ruby Isle]'s song is So Damn High (Will Eastman Club Edit).
3472	The King Sisters	The King Sisters.	 [The King Sisters]'s release is Aloha. [The King Sisters]'s term is calypso. [The King Sisters]'s song is Beyond The Reef.
3473	Ray Conniff;Billy Butterfield	Ray Conniff;Billy Butterfield.	 [Ray Conniff;Billy Butterfield]'s release is CONNIFF MEETS BUTTERFIELD               BILLY BUTTERFIELD and RAY CONNIFF. [Ray Conniff;Billy Butterfield]'s song is Time On My Hands (You In My Arms). [Ray Conniff;Billy Butterfield]'s term is instrumental pop.
3474	Kirk Franklin with tobyMac & Sonny (of P.O.D.)	Kirk Franklin with tobyMac & Sonny (of P.O.D.).	 [Kirk Franklin with tobyMac & Sonny (of P.O.D.)]'s release is Hero. [Kirk Franklin with tobyMac & Sonny (of P.O.D.)]'s term is gospel. [Kirk Franklin with tobyMac & Sonny (of P.O.D.)]'s song is Let It Go.
3475	Ramses	Ramses.	 [Ramses]'s release is Dans Ma Radio. [Ramses]'s term is kraut rock. [Ramses]'s song is Les Rats.
3476	Symbiosis Orchestra	Symbiosis Orchestra.	 [Symbiosis Orchestra]'s term is experimental pop. [Symbiosis Orchestra]'s release is Live Journeys. [Symbiosis Orchestra]'s song is Live At Fabbricaeuropa  Florence 1.
3477	Luciana Souza	Luciana Souza.	 [Luciana Souza]'s term is vocal jazz. [Luciana Souza]'s song is Azul Contente. [Luciana Souza]'s release is An Answer To Your Silence.
3478	Jim Kweskin_ The Jug Band	Jim Kweskin_ The Jug Band.	 [Jim Kweskin  The Jug Band]'s release is See Reverse Side For The Title. [Jim Kweskin  The Jug Band]'s song is Viola Lee. [Jim Kweskin  The Jug Band]'s term is jug band.
3479	Berlin	Berlin.	 [Berlin]'s release is Metro: Greatest Hits. [Berlin]'s song is Now It's My Turn (Aqualite Mix). [Berlin]'s term is dance rock.
3480	Sleepy D	Sleepy D.	 [Sleepy D]'s release is Sleepy F%#&in' D. [Sleepy D]'s term is hip house. [Sleepy D]'s song is Sleepy F%#&in' D.
3481	Lily Allen Featuring Ours	Lily Allen Featuring Ours.	 [Lily Allen Featuring Ours]'s release is 22 (Vingt Deux). [Lily Allen Featuring Ours]'s term is ska. [Lily Allen Featuring Ours]'s song is 22 (Vingt Deux) (Feat. Ours).
3482	Peret	Peret.	 [Peret]'s term is rumba. [Peret]'s song is Clavo Y Martillo. [Peret]'s release is Peret Y Su Rumba.
3483	B.o.B	B.o.B.	 [B.o.B]'s term is dirty south rap. [B.o.B]'s song is Nothin' On You [feat. Bruno Mars] (Album Version). [B.o.B]'s release is B.o.B Presents: The Adventures of Bobby Ray.
3484	Del The Funky Homosapien	Del The Funky Homosapien.	 [Del The Funky Homosapien]'s song is Why You Wanna Get Funky.... [Del The Funky Homosapien]'s term is hip hop. [Del The Funky Homosapien]'s release is Future Development.
3485	Talking Heads	Talking Heads.	 [Talking Heads]'s term is dance rock. [Talking Heads]'s release is True Stories. [Talking Heads]'s song is Papa Legba (2005 Digital Remaster).
3486	The Freedom	The Freedom.	 [The Freedom]'s song is We Say No. [The Freedom]'s term is hard rock. [The Freedom]'s release is Nerosubianco Original Soundtrack.
3487	Movado	Movado.	 [Movado]'s term is dancehall. [Movado]'s song is Dreaming. [Movado]'s release is Riddim Driven: Dreaming.
3488	Varios Artistas de Rumba	Varios Artistas de Rumba.	 [Varios Artistas de Rumba]'s release is 20 Mejores Rumbas Vol.1. [Varios Artistas de Rumba]'s term is rumba. [Varios Artistas de Rumba]'s song is Don Toribio.
3489	Shai Hulud	Shai Hulud.	 [Shai Hulud]'s song is We Who Finish Last. [Shai Hulud]'s release is Misanthropy Pure. [Shai Hulud]'s term is math-core.
3490	Mario Piu	Mario Piu.	 [Mario Piu]'s term is hard house. [Mario Piu]'s song is Communication. [Mario Piu]'s release is Communication.
3491	Home Town Hero	Home Town Hero.	 [Home Town Hero]'s song is Twelve Ounce (Album Version). [Home Town Hero]'s release is Home Town Hero. [Home Town Hero]'s term is post-grunge.
3492	Misty Roses	Misty Roses.	 [Misty Roses]'s term is easy listening. [Misty Roses]'s release is Monster Zero. [Misty Roses]'s song is Innsmouth Jewelry.
3493	Little Angels	Little Angels.	 [Little Angels]'s release is Little Of The Past. [Little Angels]'s song is The First Cut Is The Deepest. [Little Angels]'s term is heavy metal.
3494	Kenny G Featuring Brian McKnight	Kenny G Featuring Brian McKnight.	 [Kenny G Featuring Brian McKnight]'s term is instrumental pop. [Kenny G Featuring Brian McKnight]'s song is Careless Whisper. [Kenny G Featuring Brian McKnight]'s release is At Last...The Duets Album.
3495	Don Davis	Don Davis.	 [Don Davis]'s song is Trinity Definitely (Album Version). [Don Davis]'s release is Matrix Revolutions: The Motion Picture Soundtrack. [Don Davis]'s term is symphonic metal.
3496	Maria Forde	Maria Forde.	 [Maria Forde]'s term is los angeles. [Maria Forde]'s song is Waltzing Matilda My Darling. [Maria Forde]'s release is Will You Dance With Me?.
3497	Ronnie Drew	Ronnie Drew.	 [Ronnie Drew]'s song is The Ballad Of St. Anne's Reel. [Ronnie Drew]'s release is The Best Of. [Ronnie Drew]'s term is irish folk.
3498	The Honeydogs	The Honeydogs.	 [The Honeydogs]'s term is post-grunge. [The Honeydogs]'s song is Kandiyohi. [The Honeydogs]'s release is Everything  I Bet You.
3499	Marco Rima	Marco Rima.	 [Marco Rima]'s term is comedy. [Marco Rima]'s release is No Limits. [Marco Rima]'s song is Der Kleine Idiot.
3500	Pete Rock & C.L. Smooth	Pete Rock & C.L. Smooth.	 [Pete Rock & C.L. Smooth]'s song is They Reminisce Over You (Single Version). [Pete Rock & C.L. Smooth]'s term is jazz rap. [Pete Rock & C.L. Smooth]'s release is Mecca And The Soul Brother.
3501	Kokane	Kokane.	 [Kokane]'s release is Back 2 Tha Clap. [Kokane]'s song is Straight Coats. [Kokane]'s term is dirty south rap.
3502	Skyforger	Skyforger.	 [Skyforger]'s term is viking metal. [Skyforger]'s song is In the Underworld. [Skyforger]'s release is Kurbads.
3503	ThA(c)ophil	ThA(c)ophil.	 [ThA(c)ophil]'s song is De belles, Anti fashion victime. [ThA(c)ophil]'s term is french pop.
3504	Mother Superior	Mother Superior.	 [Mother Superior]'s release is Grande. [Mother Superior]'s term is blues-rock. [Mother Superior]'s song is Get that Girl (Remix).
3505	The Exciters	The Exciters.	 [The Exciters]'s song is Tell Him, Reaching For The Best. [The Exciters]'s term is all-female.
3506	Buffalo Nickel Band	Buffalo Nickel Band.	 [Buffalo Nickel Band]'s term is country rock. [Buffalo Nickel Band]'s release is I've Got The World On A String. [Buffalo Nickel Band]'s song is Palm Springs Jump.
3507	Natasha Bedingfield	Natasha Bedingfield.	 [Natasha Bedingfield]'s release is Love Like This. [Natasha Bedingfield]'s term is teen pop. [Natasha Bedingfield]'s song is These Words.
3508	Atomship	Atomship.	 [Atomship]'s song is Whitfield. [Atomship]'s term is post-grunge. [Atomship]'s release is The Crash Of '47.
3509	Disembowelment	Disembowelment.	 [Disembowelment]'s release is Transcendence into the peripheral. [Disembowelment]'s term is doom metal. [Disembowelment]'s song is Your Prophetic Throne Of Ivory.
3510	Spongebob Squarepants	Spongebob Squarepants.	 [Spongebob Squarepants]'s song is Ripped Pants. [Spongebob Squarepants]'s release is Het Spongebob Squarepants Lied. [Spongebob Squarepants]'s term is texas blues.
3511	Bobby Marchan	Bobby Marchan.	 [Bobby Marchan]'s term is doo-wop. [Bobby Marchan]'s song is It Hurts Me To My Heart. [Bobby Marchan]'s release is The First Take Is The Deepest - Previously Unissued Alternate Versions From The Vaults Of Ace MS..
3512	Kelly Sweet	Kelly Sweet.	 [Kelly Sweet]'s release is We Are One. [Kelly Sweet]'s term is chill-out. [Kelly Sweet]'s song is Ready For Love.
3513	Kuijken Kwartet	Kuijken Kwartet.	 [Kuijken Kwartet]'s release is Mozart: Requiem KV 626 - Version For String Quartet by Peter Lichtenthal. [Kuijken Kwartet]'s song is Introitus: Requiem: Agnus Dei. [Kuijken Kwartet]'s term is requiem.
3514	Patti Smith Group	Patti Smith Group.	 [Patti Smith Group]'s term is garage rock. [Patti Smith Group]'s song is Wave. [Patti Smith Group]'s release is Original Album Classics.
3515	Maddox Brothers and Rose	Maddox Brothers and Rose.	 [Maddox Brothers and Rose]'s release is I'm Gonna Lasso Santa Claus. [Maddox Brothers and Rose]'s term is country. [Maddox Brothers and Rose]'s song is Jingle Bells.
3516	Pat Metheny	Pat Metheny.	 [Pat Metheny]'s term is free jazz. [Pat Metheny]'s song is Letter from Home. [Pat Metheny]'s release is New Chautauqua.
3517	Big Jay Oakerson	Big Jay Oakerson.	 [Big Jay Oakerson]'s term is stand-up comedy. [Big Jay Oakerson]'s release is An American Storyteller. [Big Jay Oakerson]'s song is It's All In How You Look At It.
3518	Ed Bruce	Ed Bruce.	 [Ed Bruce]'s song is Ruby Don't Take Your Love To Town. [Ed Bruce]'s term is country gospel. [Ed Bruce]'s release is Ed Bruce (A.K.A Edwin Bruce) Selected Hits.
3519	Mt. Wilson Repeater	Mt. Wilson Repeater.	 [Mt. Wilson Repeater]'s term is indietronica. [Mt. Wilson Repeater]'s release is Mt. Wilson Repeater. [Mt. Wilson Repeater]'s song is The Conversation.
3520	Eko Fresh feat. G-Style	Eko Fresh feat. G-Style.	 [Eko Fresh feat. G-Style]'s song is Ich bin jung und brauche das Geld. [Eko Fresh feat. G-Style]'s release is Ich bin jung und brauche das Geld. [Eko Fresh feat. G-Style]'s term is pop rap.
3521	Intex Systems	Intex Systems.	 [Intex Systems]'s song is Vapour Fragments. [Intex Systems]'s release is Research & Development. [Intex Systems]'s term is dubstep.
3522	Cutting Edge	Cutting Edge.	 [Cutting Edge]'s term is grunge. [Cutting Edge]'s song is Tune In. [Cutting Edge]'s release is The Big 14 'n More.
3523	Evanescence	Evanescence.	 [Evanescence]'s term is alternative metal. [Evanescence]'s release is Anywhere But Home (Live). [Evanescence]'s song is Good Enough.
3524	Mocambo Allstars	Mocambo Allstars.	 [Mocambo Allstars]'s release is The Chameleon Funk Sessions. [Mocambo Allstars]'s term is funk. [Mocambo Allstars]'s song is Brampton Boogaloo.
3525	Dala	Dala.	 [Dala]'s release is Everybody is Someone. [Dala]'s song is Alive. [Dala]'s term is folk-pop.
3526	Commander Cody & His Lost Planet Airmen	Commander Cody & His Lost Planet Airmen.	 [Commander Cody & His Lost Planet Airmen]'s song is Sister Sue. [Commander Cody & His Lost Planet Airmen]'s release is Sea Cruise. [Commander Cody & His Lost Planet Airmen]'s term is country rock.
3527	Cam'Ron / Juelz Santana / Jimmy Jones	Cam'Ron / Juelz Santana / Jimmy Jones.	 [Cam'Ron / Juelz Santana / Jimmy Jones]'s term is hip hop. [Cam'Ron / Juelz Santana / Jimmy Jones]'s release is Come Home With Me. [Cam'Ron / Juelz Santana / Jimmy Jones]'s song is Come Home With Me.
3528	Dwayne_ Gyptian	Dwayne_ Gyptian.	 [Dwayne  Gyptian]'s release is Irie Reggae. [Dwayne  Gyptian]'s song is Rudeboy Shuffling. [Dwayne  Gyptian]'s term is reggae.
3529	Perpetual Loop	Perpetual Loop.	 [Perpetual Loop]'s song is Release. [Perpetual Loop]'s term is chill-out. [Perpetual Loop]'s release is Catching Zinc.
3530	Bikini Machine	Bikini Machine.	 [Bikini Machine]'s release is The Full Album. [Bikini Machine]'s song is The Race. [Bikini Machine]'s term is future jazz.
3531	Guillaume Ledent	Guillaume Ledent.	 [Guillaume Ledent]'s term is chanson. [Guillaume Ledent]'s release is Guillaume Ledent & D\xc3\xaene \xc3\xa0 Quatre Orchestra. [Guillaume Ledent]'s song is Le type d'en face.
3532	Joa~o Gilberto	Joa~o Gilberto.	 [Joa~o Gilberto]'s term is brazilian jazz. [Joa~o Gilberto]'s release is Jazz Set In Montecarlo - Volume 1. [Joa~o Gilberto]'s song is Samba De Una Nota So\xc2\xb4.
3533	Lupe Fiasco feat. Matthew Santos	Lupe Fiasco feat. Matthew Santos.	 [Lupe Fiasco feat. Matthew Santos]'s release is Lupe Fiasco's The Cool. [Lupe Fiasco feat. Matthew Santos]'s song is Fighters (feat. Matthew Santos) (Amended Album Version). [Lupe Fiasco feat. Matthew Santos]'s term is hip hop.
3534	Willie Barcena	Willie Barcena.	 [Willie Barcena]'s release is Hey! They're Just Jokes!. [Willie Barcena]'s song is Love & Romance. [Willie Barcena]'s term is comedy.
3535	Billie Ray Martin Feat. Ann Peebles	Billie Ray Martin Feat. Ann Peebles.	 [Billie Ray Martin Feat. Ann Peebles]'s release is 10 Years Anniversary Remix Compilation. [Billie Ray Martin Feat. Ann Peebles]'s song is 18 Carat Garbage. [Billie Ray Martin Feat. Ann Peebles]'s term is progressive house.
3536	Kenny Wayne Shepherd	Kenny Wayne Shepherd.	 [Kenny Wayne Shepherd]'s term is blues-rock. [Kenny Wayne Shepherd]'s song is Born In Louisiana [with Clarence "Gatemouth" Brown] [Live]. [Kenny Wayne Shepherd]'s release is The Legends EP: Volume II.
3537	Gina V. D'Orio	Gina V. D'Orio.	 [Gina V. D'Orio]'s term is digital hardcore. [Gina V. D'Orio]'s release is Sailor Songs. [Gina V. D'Orio]'s song is Naval War.
3538	Original Love	Original Love.	 [Original Love]'s song is Let's Go To The Darkside Of The Moon (Piano Version). [Original Love]'s term is j pop. [Original Love]'s release is Wild Life - Cool Side Of Original Love.
3539	Unkle Bob	Unkle Bob.	 [Unkle Bob]'s song is What Do I Know. [Unkle Bob]'s release is Sugar and Spite. [Unkle Bob]'s term is psychedelic rock.
